ItemName,Brand,BrandHash,ProductName,CompanyURL,ItemHash,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,Cat_0,Cat_1,Cat_2,ProductHash,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue,feature_8
Asus Zenfone Max Pro M1 (Blue  64 GB),Asus,-264282879,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,1307589858,1307589858,1307589858,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1173580726,8999,8459,15599,29072020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-blue-64-gb/p/itmf7gcrdmjh97cv?pid=MOBF7GCRGR2S78XN&lid=LSTMOBF7GCRGR2S78XNPDO4YM&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBF7GCRGR2S78XN.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,18,0.15234138018323462,25,886269,
Asus Zenfone Max Pro M1 (Black  64 GB),Asus,-264282879,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,1815166403,1815166403,1815166403,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1173580726,11999,10199,17999,29072020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-black-64-gb/p/itmf79gxwfs6yt8m?pid=MOBF4UQ9NSFFMH7Z&lid=LSTMOBF4UQ9NSFFMH7ZYQWLHK&marketplace=FLIPKART&srno=b_1_9&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBF4UQ9NSFFMH7Z.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,28,0.951052349792609,24,566798,
Asus Zenfone Max Pro M1 (Grey  64 GB),Asus,-264282879,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,-1040040882,-1040040882,-1040040882,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1173580726,11999,10559,17999,29072020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-grey-64-gb/p/itmf79gxzkfg7tqk?pid=MOBF4UQ9KTEQKQZE&lid=LSTMOBF4UQ9KTEQKQZEZ97O9Q&marketplace=FLIPKART&srno=b_1_10&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBF4UQ9KTEQKQZE.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,19,0.2960940288489703,29,698582,
Asus ZenFone Max M1 (Black  32 GB),Asus,-264282879,Asus ZenFone Max M1 ,https://www.flipkart.com,1387071578,1387071578,1387071578,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1581527380,6499,5979,9599,29072020,https://www.flipkart.com\/asus-zenfone-max-m1-black-32-gb/p/itmfd9gq5x4khdef?pid=MOBF9FGSWNQNH3YZ&lid=LSTMOBF9FGSWNQNH3YZWLEFDB&marketplace=FLIPKART&srno=b_1_11&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBF9FGSWNQNH3YZ.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,29,0.1570492956970737,45,250045,
Asus ZenFone Max M2 (Black  32 GB),Asus,-264282879,Asus ZenFone Max M2 ,https://www.flipkart.com,-1413297175,-1413297175,-1413297175,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1509981162,7999,6959,12999,29072020,https://www.flipkart.com\/asus-zenfone-max-m2-black-32-gb/p/itmfb22grnygzfy5?pid=MOBFB22G2QB87BZZ&lid=LSTMOBFB22G2QB87BZZCRZP5M&marketplace=FLIPKART&srno=b_1_12&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBFB22G2QB87BZZ.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,10,0.9008312962651072,26,210142,
Asus ZenFone Max M2 (Blue  32 GB),Asus,-264282879,Asus ZenFone Max M2 ,https://www.flipkart.com,1261295523,1261295523,1261295523,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1509981162,7999,7199,12999,29072020,https://www.flipkart.com\/asus-zenfone-max-m2-blue-32-gb/p/itmfb22ghjtyxzg6?pid=MOBFB22GCGFSFMJB&lid=LSTMOBFB22GCGFSFMJBUNEAUR&marketplace=FLIPKART&srno=b_1_13&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBFB22GCGFSFMJB.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,20,0.6714884064191018,41,301343,
Asus ZenFone Max M2 (Silver  32 GB),Asus,-264282879,Asus ZenFone Max M2 ,https://www.flipkart.com,-1886951711,-1886951711,-1886951711,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1509981162,7999,6879,12999,29072020,https://www.flipkart.com\/asus-zenfone-max-m2-silver-32-gb/p/itmfdwgbbgr6hthg?pid=MOBFDWGBTYRZRHMN&lid=LSTMOBFDWGBTYRZRHMNVJGCJQ&marketplace=FLIPKART&srno=b_1_14&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBFDWGBTYRZRHMN.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,39,0.7167802209433003,19,641742,
Asus Zenfone Max Pro M1 (Blue  32 GB),Asus,-264282879,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,-1314171197,-1314171197,-1314171197,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1173580726,7999,7039,13199,29072020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-blue-32-gb/p/itmf7gcrgadsrxzh?pid=MOBF7GCRHVNFKQGR&lid=LSTMOBF7GCRHVNFKQGRVOZN4C&marketplace=FLIPKART&srno=b_1_15&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBF7GCRHVNFKQGR.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,10,0.575778638364903,31,318978,
Asus ROG Phone II (Black  128 GB),Asus,-264282879,Asus ROG Phone II ,https://www.flipkart.com,1292849354,1292849354,1292849354,8 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Full HD+ Display,48MP + 13MP | 24MP Front Camera,6000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,850485396,39999,37199,40999,29072020,https://www.flipkart.com\/asus-rog-phone-ii-black-128-gb/p/itm99be8e028a908?pid=MOBFK5TPW6UFVZGR&lid=LSTMOBFK5TPW6UFVZGRIIBD2S&marketplace=FLIPKART&srno=b_1_16&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBFK5TPW6UFVZGR.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,15,0.340008926248347,26,633494,
Asus ZenFone Max M2 (Black  64 GB),Asus,-264282879,Asus ZenFone Max M2 ,https://www.flipkart.com,-1077019510,-1077019510,-1077019510,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1509981162,8999,7649,14999,29072020,https://www.flipkart.com\/asus-zenfone-max-m2-black-64-gb/p/itmfb22gcq5detk3?pid=MOBFB22GF3VVPZZE&lid=LSTMOBFB22GF3VVPZZERIJV0K&marketplace=FLIPKART&srno=b_1_17&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBFB22GF3VVPZZE.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,36,0.929131925067748,43,832659,
Asus ZenFone Max M2 (Blue  64 GB),Asus,-264282879,Asus ZenFone Max M2 ,https://www.flipkart.com,2039610379,2039610379,2039610379,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1509981162,8999,7739,14999,29072020,https://www.flipkart.com\/asus-zenfone-max-m2-blue-64-gb/p/itmfb22gfnqzrh6y?pid=MOBFB22GNSYGGMJQ&lid=LSTMOBFB22GNSYGGMJQOFR5DT&marketplace=FLIPKART&srno=b_1_18&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBFB22GNSYGGMJQ.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,15,0.10547623349055812,25,882547,
Asus ZenFone Max M2 (Silver  64 GB),Asus,-264282879,Asus ZenFone Max M2 ,https://www.flipkart.com,248601962,248601962,248601962,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1509981162,8999,8189,14999,29072020,https://www.flipkart.com\/asus-zenfone-max-m2-silver-64-gb/p/itmfdwgbzkrpfw7m?pid=MOBFDWGBMTZUNGNG&lid=LSTMOBFDWGBMTZUNGNGQNDDLS&marketplace=FLIPKART&srno=b_1_19&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBFDWGBMTZUNGNG.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,25,0.5303392865493364,45,690887,
Asus Zenfone Max Pro M1 (Black  32 GB),Asus,-264282879,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,77229891,77229891,77229891,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1173580726,7999,6639,13199,29072020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-black-32-gb/p/itmf4hg44xkefz58?pid=MOBF3A8U6T35DUBP&lid=LSTMOBF3A8U6T35DUBPTYOSOG&marketplace=FLIPKART&srno=b_1_20&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBF3A8U6T35DUBP.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,16,0.7576125303526523,34,782981,
Asus Zenfone 3_Max (Silver  32 GB),Asus,-264282879,Asus Zenfone 3_Max ,https://www.flipkart.com,119236450,119236450,119236450,3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery,MediaTek 64-bit Quad Core 1.25GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1335216436,13999,11479,13450,29072020,https://www.flipkart.com\/asus-zenfone-3-max-silver-32-gb/p/itmentefdtza7vaj?pid=MOBENTECQUJQZHHY&lid=LSTMOBENTECQUJQZHHYI4KT2S&marketplace=FLIPKART&srno=b_1_21&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBENTECQUJQZHHY.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,14,0.520517518178346,47,147938,
Asus Zenfone Max ZC550KL (Blue  32 GB),Asus,-264282879,Asus Zenfone Max ZC550KL ,https://www.flipkart.com,-712275846,-712275846,-712275846,3 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 615 Processor,Brand Warranty of 1 Year,,,Home,Mobiles & Accessories,Mobiles,-1653642085,12999,11179,11900,29072020,https://www.flipkart.com\/asus-zenfone-max-zc550kl-blue-32-gb/p/itmege3djnwzkyah?pid=MOBEGE3DYKGVG96Z&lid=LSTMOBEGE3DYKGVG96ZFNZYJ4&marketplace=FLIPKART&srno=b_1_22&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBEGE3DYKGVG96Z.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,10,0.06181114509579799,14,813203,
Asus ZenFone Max Pro M2 (Blue  64 GB),Asus,-264282879,Asus ZenFone Max Pro M2 ,https://www.flipkart.com,-1395678090,-1395678090,-1395678090,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 660 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,528616433,11999,9959,17999,29072020,https://www.flipkart.com\/asus-zenfone-max-pro-m2-blue-64-gb/p/itmfb22gm6tzurvy?pid=MOBFB22GKVVSXN83&lid=LSTMOBFB22GKVVSXN83YPIQYB&marketplace=FLIPKART&srno=b_1_23&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBFB22GKVVSXN83.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,23,0.8860257559483393,17,383873,
Asus ZenFone Max Pro M2 (Blue  32 GB),Asus,-264282879,Asus ZenFone Max Pro M2 ,https://www.flipkart.com,128599291,128599291,128599291,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 660 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,528616433,9999,8399,15999,29072020,https://www.flipkart.com\/asus-zenfone-max-pro-m2-blue-32-gb/p/itmfb22gjfzty4am?pid=MOBFB22GBSBNYM9Y&lid=LSTMOBFB22GBSBNYM9YM5ZCNR&marketplace=FLIPKART&srno=b_1_24&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBFB22GBSBNYM9Y.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,28,0.614907153100842,29,603814,
Honor 20 (Midnight Black  128 GB),Honor,82050259,Honor 20 ,https://www.flipkart.com,1228989119,1228989119,1228989119,6 GB RAM | 128 GB ROM,15.9 cm (6.26 inch) Display,48MP + 2MP + 16MP | 32MP Front Camera,3750 mAh Battery,HiSilicon Kirin 980 Processor,Brand Warranty of 1 Year Available for Mobile  6 Months for Battery  3 Months for Adapter and Data Cable,,,Home,Mobiles & Accessories,Mobiles,-2013195295,22999,19549,35999,29072020,https://www.flipkart.com\/honor-20-midnight-black-128-gb/p/itmfggkavk6yua6x?pid=MOBFGGKA3ZDTJJZG&lid=LSTMOBFGGKA3ZDTJJZGEJXD8Y&marketplace=FLIPKART&srno=b_1_1&otracker=CLP_filters&fm=organic&iid=46462bfd-39e1-417e-9a22-5f50539fb772.MOBFGGKA3ZDTJJZG.SEARCH&ssid=2c8x1s017k0000001596019790726,1,1,30,0.8098812314453799,15,240446,
Honor 20 (Sapphire Blue  128 GB),Honor,82050259,Honor 20 ,https://www.flipkart.com,1042857627,1042857627,1042857627,6 GB RAM | 128 GB ROM,15.9 cm (6.26 inch) Display,48MP + 2MP + 16MP | 32MP Front Camera,3750 mAh Battery,HiSilicon Kirin 980 Processor,Brand Warranty of 1 Year Available for Mobile  6 Months for Battery  3 Months for Adapter and Data Cable,,,Home,Mobiles & Accessories,Mobiles,-2013195295,22999,20239,35999,29072020,https://www.flipkart.com\/honor-20-sapphire-blue-128-gb/p/itmfggkavk6yua6x?pid=MOBFGGKATZVPG7RH&lid=LSTMOBFGGKATZVPG7RH9EXXYB&marketplace=FLIPKART&srno=b_1_2&otracker=CLP_filters&fm=organic&iid=46462bfd-39e1-417e-9a22-5f50539fb772.MOBFGGKATZVPG7RH.SEARCH&ssid=2c8x1s017k0000001596019790726,1,1,32,0.10651913291403114,37,350556,
Honor 10 Lite (Midnight Black  32 GB),Honor,82050259,Honor 10 Lite ,https://www.flipkart.com,-1473763921,-1473763921,-1473763921,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.77 cm (6.21 inch) Full HD+ Display,13MP + 2MP | 24MP Front Camera,3400 mAh Lithium Polymer Battery,Kirin 710 2.2GHz Octa Core Processor,Brand Warranty of 1 Year Available for Mobile  6 Months for Battery and Charger  3 Months for Data Cable,,,Home,Mobiles & Accessories,Mobiles,-294226342,13999,11759,13450,29072020,https://www.flipkart.com\/honor-10-lite-midnight-black-32-gb/p/itmfcskyfwjeaafh?pid=MOBFEMY3GVMZPGFK&lid=LSTMOBFEMY3GVMZPGFK28GQTB&marketplace=FLIPKART&srno=b_1_3&otracker=CLP_filters&fm=organic&iid=46462bfd-39e1-417e-9a22-5f50539fb772.MOBFEMY3GVMZPGFK.SEARCH&ssid=2c8x1s017k0000001596019790726,1,1,22,0.6040165108187965,47,298376,
Honor 9 Lite (Sapphire Blue  32 GB),Honor,82050259,Honor 9 Lite ,https://www.flipkart.com,1911555465,1911555465,1911555465,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.35 cm (5.65 inch) Full HD+ Display,13MP + 2MP | 13MP + 2MP Dual Front Camera,3000 mAh Battery,Kirin 659 Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,Home,Mobiles & Accessories,Mobiles,319454883,13999,11619,13450,29072020,https://www.flipkart.com\/honor-9-lite-sapphire-blue-32-gb/p/itmff5zgdeckztpk?pid=MOBFF5ZGAKHCWDWR&lid=LSTMOBFF5ZGAKHCWDWRLQEAXD&marketplace=FLIPKART&srno=b_1_4&otracker=CLP_filters&fm=organic&iid=46462bfd-39e1-417e-9a22-5f50539fb772.MOBFF5ZGAKHCWDWR.SEARCH&ssid=2c8x1s017k0000001596019790726,1,1,27,0.3851078018442745,46,812254,
Honor 9i (Aurora Blue  64 GB),Honor,82050259,Honor 9i ,https://www.flipkart.com,42635881,42635881,42635881,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.99 cm (5.9 inch) Full HD+ Display,16MP + 2MP | 13MP + 2MP Dual Front Camera,3340 mAh Battery,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,Home,Mobiles & Accessories,Mobiles,1474340745,19999,17999,14000,29072020,https://www.flipkart.com\/honor-9i-aurora-blue-64-gb/p/itmexnp94kcvdnqw?pid=MOBEXNP92WMQUKHB&lid=LSTMOBEXNP92WMQUKHBW0KJNU&marketplace=FLIPKART&srno=b_1_5&otracker=CLP_filters&fm=organic&iid=46462bfd-39e1-417e-9a22-5f50539fb772.MOBEXNP92WMQUKHB.SEARCH&ssid=2c8x1s017k0000001596019790726,1,1,28,0.8374050966364013,16,391814,
Honor 8,Honor,82050259,Honor 8,https://www.flipkart.com,-1648957218,-1648957218,-1648957218,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Li-Polymer Battery,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,Home,Mobiles & Accessories,Mobiles,-645856424,29999,25799,14000,29072020,https://www.flipkart.com\/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38ESXH5WDFF&lid=LSTMOBEM38ESXH5WDFFUBFZCE&marketplace=FLIPKART&srno=b_1_6&otracker=CLP_filters&fm=organic&iid=46462bfd-39e1-417e-9a22-5f50539fb772.MOBEM38ESXH5WDFF.SEARCH&ssid=2c8x1s017k0000001596019790726,1,1,24,0.49959599721128867,43,847502,
Honor 9x Pro (Midnight Black  256 GB),Honor,82050259,Honor 9x Pro ,https://www.flipkart.com,793840000,793840000,793840000,6 GB RAM | 256 GB ROM | Expandable Upto 512 GB,16.74 cm (6.59 inch) Full HD+ Display,48MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Li-polymer Battery,Kirin 810 (7 nm Chipset with NPU) Processor,1 Year Warranty on Handset  6 Months on Charger and 3 Months on Data Cable Provided by the Manufacturer from Date of Purchase.,,,Home,Mobiles & Accessories,Mobiles,-1060616836,17999,17099,18999,29072020,https://www.flipkart.com\/honor-9x-pro-midnight-black-256-gb/p/itm88a8595890a83?pid=MOBFPTF5X576JV3B&lid=LSTMOBFPTF5X576JV3BJTRCKK&marketplace=FLIPKART&srno=b_1_7&otracker=CLP_filters&fm=organic&iid=46462bfd-39e1-417e-9a22-5f50539fb772.MOBFPTF5X576JV3B.SEARCH&ssid=2c8x1s017k0000001596019790726,1,1,11,0.5681626916788763,36,804845,
Honor 9N (Midnight Black  64 GB),Honor,82050259,Honor 9N ,https://www.flipkart.com,2023711721,2023711721,2023711721,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,Home,Mobiles & Accessories,Mobiles,1707588111,15999,15199,14000,29072020,https://www.flipkart.com\/honor-9n-midnight-black-64-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARF4GYZXG9&lid=LSTMOBF6NARF4GYZXG9XF6YYF&marketplace=FLIPKART&srno=b_1_8&otracker=CLP_filters&fm=organic&iid=46462bfd-39e1-417e-9a22-5f50539fb772.MOBF6NARF4GYZXG9.SEARCH&ssid=2c8x1s017k0000001596019790726,1,1,14,0.04736522668928256,29,710630,
Honor 8,Honor,82050259,Honor 8,https://www.flipkart.com,-1648957218,-1648957218,-1648957218,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Li-Polymer Battery,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,Home,Mobiles & Accessories,Mobiles,-645856424,29999,26099,0,29072020,https://www.flipkart.com\/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38ENZEBZFY5&lid=LSTMOBEM38ENZEBZFY5FKD5ZX&marketplace=FLIPKART&srno=b_1_9&otracker=CLP_filters&fm=organic&iid=46462bfd-39e1-417e-9a22-5f50539fb772.MOBEM38ENZEBZFY5.SEARCH&ssid=2c8x1s017k0000001596019790726,1,1,28,0.01764559662015952,34,444412,
Honor 9N (Midnight Black  128 GB),Honor,82050259,Honor 9N ,https://www.flipkart.com,1793282409,1793282409,1793282409,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,Home,Mobiles & Accessories,Mobiles,1707588111,19999,17999,14000,29072020,https://www.flipkart.com\/honor-9n-midnight-black-128-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARRFGSJDME&lid=LSTMOBF6NARRFGSJDME0IKF86&marketplace=FLIPKART&srno=b_1_10&otracker=CLP_filters&fm=organic&iid=46462bfd-39e1-417e-9a22-5f50539fb772.MOBF6NARRFGSJDME.SEARCH&ssid=2c8x1s017k0000001596019790726,1,1,36,0.7348035305323579,27,461933,
Honor 9N (Sapphire Blue  128 GB),Honor,82050259,Honor 9N ,https://www.flipkart.com,-1594105769,-1594105769,-1594105769,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,Full View Display with Notch,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,Home,Mobiles & Accessories,Mobiles,1707588111,19999,17399,14000,29072020,https://www.flipkart.com\/honor-9n-sapphire-blue-128-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARCJHKAJDG&lid=LSTMOBF6NARCJHKAJDG4YXS7T&marketplace=FLIPKART&srno=b_1_11&otracker=CLP_filters&fm=organic&iid=46462bfd-39e1-417e-9a22-5f50539fb772.MOBF6NARCJHKAJDG.SEARCH&ssid=2c8x1s017k0000001596019790726,1,1,21,0.15215881504920692,31,352787,
