ItemName,Brand,BrandHash,ProductName,CompanyURL,ItemHash,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,Cat_0,Cat_1,Cat_2,ProductHash,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue,feature_6,feature_7
Asus Zenfone Max Pro M1 (Black  64 GB),Asus,1968367506,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,364268099,364268099,364268099,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1352589779,11999,10679,17999,16092020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-black-64-gb/p/itmf79gxwfs6yt8m?pid=MOBF4UQ9NSFFMH7Z&lid=LSTMOBF4UQ9NSFFMH7ZYQWLHK&marketplace=FLIPKART&srno=b_1_10&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBF4UQ9NSFFMH7Z.SEARCH&ssid=53kzf5md000000001600250149691,1,1,31,0.38707392438364263,36,827233,,
Asus ZenFone Max M2 (Blue  32 GB),Asus,1968367506,Asus ZenFone Max M2 ,https://www.flipkart.com,723519839,723519839,723519839,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-331613678,7999,7519,12999,16092020,https://www.flipkart.com\/asus-zenfone-max-m2-blue-32-gb/p/itmfb22ghjtyxzg6?pid=MOBFB22GCGFSFMJB&lid=LSTMOBFB22GCGFSFMJBUNEAUR&marketplace=FLIPKART&srno=b_1_11&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBFB22GCGFSFMJB.SEARCH&ssid=53kzf5md000000001600250149691,1,1,22,0.7260868616515178,20,568608,,
Asus ZenFone Max Pro M2 (Titanium  64 GB),Asus,1968367506,Asus ZenFone Max Pro M2 ,https://www.flipkart.com,-1540554644,-1540554644,-1540554644,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 660 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-950783223,11999,9719,17999,16092020,https://www.flipkart.com\/asus-zenfone-max-pro-m2-titanium-64-gb/p/itmfb22gth4k5wfz?pid=MOBFB22GUAVW9WUW&lid=LSTMOBFB22GUAVW9WUWGOMSFX&marketplace=FLIPKART&srno=b_1_12&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBFB22GUAVW9WUW.SEARCH&ssid=53kzf5md000000001600250149691,1,1,39,0.7651472778658984,38,519567,,
Asus ZenFone Lite L1 (Gold  16 GB),Asus,1968367506,Asus ZenFone Lite L1 ,https://www.flipkart.com,806478432,806478432,806478432,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1126600089,4999,4699,7199,16092020,https://www.flipkart.com\/asus-zenfone-lite-l1-gold-16-gb/p/itmf9fgsvphshzth?pid=MOBF9FGSGSKUKN5P&lid=LSTMOBF9FGSGSKUKN5PRZCMVI&marketplace=FLIPKART&srno=b_1_13&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBF9FGSGSKUKN5P.SEARCH&ssid=53kzf5md000000001600250149691,1,1,10,0.09874532136477288,15,499569,,
Asus ZenFone Max M2 (Blue  64 GB),Asus,1968367506,Asus ZenFone Max M2 ,https://www.flipkart.com,-1879041153,-1879041153,-1879041153,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-331613678,9499,8644,14999,16092020,https://www.flipkart.com\/asus-zenfone-max-m2-blue-64-gb/p/itmfb22gfnqzrh6y?pid=MOBFB22GNSYGGMJQ&lid=LSTMOBFB22GNSYGGMJQ0W13V0&marketplace=FLIPKART&srno=b_1_14&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBFB22GNSYGGMJQ.SEARCH&ssid=53kzf5md000000001600250149691,1,1,37,0.3400275381013319,47,733462,,
Asus Zenfone Go (Silver  8 GB),Asus,1968367506,Asus Zenfone Go ,https://www.flipkart.com,829620789,829620789,829620789,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,11.43 cm (4.5 inch) FWVGA Display,5MP Rear Camera | 0.3MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 200 Processor,Brand Warranty of 1 Year,Home,Mobiles & Accessories,Mobiles,-1510275583,5299,4769,4750,16092020,https://www.flipkart.com\/asus-zenfone-go-silver-8-gb/p/itmehpghbyhmdb6z?pid=MOBEHPGHZ4FNPYBH&lid=LSTMOBEHPGHZ4FNPYBHFZSQG5&marketplace=FLIPKART&srno=b_1_15&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBEHPGHZ4FNPYBH.SEARCH&ssid=53kzf5md000000001600250149691,1,1,34,0.21688347097699578,36,622921,,
Asus ZenFone Max M1 (Gold  32 GB),Asus,1968367506,Asus ZenFone Max M1 ,https://www.flipkart.com,1810346539,1810346539,1810346539,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,297378973,6499,5329,9599,16092020,https://www.flipkart.com\/asus-zenfone-max-m1-gold-32-gb/p/itmf9fgsb4e6tz5e?pid=MOBF9FGSZYJFZXJA&lid=LSTMOBF9FGSZYJFZXJA3SCMXG&marketplace=FLIPKART&srno=b_1_16&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBF9FGSZYJFZXJA.SEARCH&ssid=53kzf5md000000001600250149691,1,1,20,0.8877539332888434,16,488709,,
Asus Zenfone 3s Max (Black  32 GB),Asus,1968367506,Asus Zenfone 3s Max ,https://www.flipkart.com,448749578,448749578,448749578,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Polymer Battery,Octa Core Processor MediaTek MT6750  1.5GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-2082647020,14999,12599,14250,16092020,https://www.flipkart.com\/asus-zenfone-3s-max-black-32-gb/p/itmeqrytx9err2hm?pid=MOBEQRYTF3GWU6FV&lid=LSTMOBEQRYTF3GWU6FVRNNZQE&marketplace=FLIPKART&srno=b_1_17&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBEQRYTF3GWU6FV.SEARCH&ssid=53kzf5md000000001600250149691,1,1,27,0.11103512570133955,44,200777,,
Asus ZenFone 5Z (Meteor Silver  128 GB),Asus,1968367506,Asus ZenFone 5Z ,https://www.flipkart.com,-279808220,-279808220,-279808220,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,15.75 cm (6.2 inch) Full HD+ Display,12MP + 8MP | 8MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon 845 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,834184802,18999,15959,36299,16092020,https://www.flipkart.com\/asus-zenfone-5z-meteor-silver-128-gb/p/itmf5g47gv3n7zxy?pid=MOBF5G47FNTNGXXE&lid=LSTMOBF5G47FNTNGXXEOIDWAH&marketplace=FLIPKART&srno=b_1_18&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBF5G47FNTNGXXE.SEARCH&ssid=53kzf5md000000001600250149691,1,1,15,0.7094215018658739,16,238939,,
Asus ZenFone Max M1 (Black  32 GB),Asus,1968367506,Asus ZenFone Max M1 ,https://www.flipkart.com,-1627057356,-1627057356,-1627057356,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,297378973,6499,6044,9599,16092020,https://www.flipkart.com\/asus-zenfone-max-m1-black-32-gb/p/itmfd9gq5x4khdef?pid=MOBF9FGSWNQNH3YZ&lid=LSTMOBF9FGSWNQNH3YZWLEFDB&marketplace=FLIPKART&srno=b_1_19&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBF9FGSWNQNH3YZ.SEARCH&ssid=53kzf5md000000001600250149691,1,1,12,0.40387862092134696,20,334043,,
Asus ZenFone 5Z (Midnight Blue  64 GB),Asus,1968367506,Asus ZenFone 5Z ,https://www.flipkart.com,-1751733815,-1751733815,-1751733815,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.75 cm (6.2 inch) Full HD+ Display,12MP + 8MP | 8MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon 845 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,834184802,16999,14109,32999,16092020,https://www.flipkart.com\/asus-zenfone-5z-midnight-blue-64-gb/p/itmf5g475gajum8r?pid=MOBF5G47PUPQ8YDW&lid=LSTMOBF5G47PUPQ8YDWVQ8PLV&marketplace=FLIPKART&srno=b_1_20&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBF5G47PUPQ8YDW.SEARCH&ssid=53kzf5md000000001600250149691,1,1,34,0.18778521940117454,34,456549,,
Asus ZenFone Max Pro M2 (Titanium  32 GB),Asus,1968367506,Asus ZenFone Max Pro M2 ,https://www.flipkart.com,1419460662,1419460662,1419460662,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 660 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-950783223,9999,8399,15999,16092020,https://www.flipkart.com\/asus-zenfone-max-pro-m2-titanium-32-gb/p/itmfb22gugxkgy66?pid=MOBFB22GNAEWTCBT&lid=LSTMOBFB22GNAEWTCBTSMDNBU&marketplace=FLIPKART&srno=b_1_21&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBFB22GNAEWTCBT.SEARCH&ssid=53kzf5md000000001600250149691,1,1,28,0.32346613156849824,33,870884,,
Asus ZenFone Max Pro M2 (Blue  64 GB),Asus,1968367506,Asus ZenFone Max Pro M2 ,https://www.flipkart.com,217970030,217970030,217970030,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 660 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-950783223,11999,9959,17999,16092020,https://www.flipkart.com\/asus-zenfone-max-pro-m2-blue-64-gb/p/itmfb22gm6tzurvy?pid=MOBFB22GKVVSXN83&lid=LSTMOBFB22GKVVSXN83YPIQYB&marketplace=FLIPKART&srno=b_1_22&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBFB22GKVVSXN83.SEARCH&ssid=53kzf5md000000001600250149691,1,1,25,0.45981761489496664,42,577597,,
Asus ZenFone Max M2 (Black  32 GB),Asus,1968367506,Asus ZenFone Max M2 ,https://www.flipkart.com,2043563097,2043563097,2043563097,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-331613678,7999,6719,12999,16092020,https://www.flipkart.com\/asus-zenfone-max-m2-black-32-gb/p/itmfb22grnygzfy5?pid=MOBFB22G2QB87BZZ&lid=LSTMOBFB22G2QB87BZZCRZP5M&marketplace=FLIPKART&srno=b_1_23&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBFB22G2QB87BZZ.SEARCH&ssid=53kzf5md000000001600250149691,1,1,48,0.697954341830848,16,361659,,
Asus ZenFone Lite L1 (Black  16 GB),Asus,1968367506,Asus ZenFone Lite L1 ,https://www.flipkart.com,1189509827,1189509827,1189509827,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1126600089,4999,4249,7199,16092020,https://www.flipkart.com\/asus-zenfone-lite-l1-black-16-gb/p/itmf9fgsmsht5qhs?pid=MOBF9FGSVUKTU8GH&lid=LSTMOBF9FGSVUKTU8GHVUCIAD&marketplace=FLIPKART&srno=b_1_24&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBF9FGSVUKTU8GH.SEARCH&ssid=53kzf5md000000001600250149691,1,1,41,0.9915821467013785,12,933734,,
Honor 9S (Black  32 GB),Honor,2057697257,Honor 9S ,https://www.flipkart.com,1728593869,1728593869,1728593869,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,13.84 cm (5.45 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,3020 mAh Lithium Polymer Battery,MediaTek Helio P22 (MT6762R) Octa Core Processor,1 Year Warranty on Handset  6 Months on Charger and 3 Months on Data Cable Provided by the Manufacturer from Date of Purchase.,Home,Mobiles & Accessories,Mobiles,-57354410,6499,5719,7999,16092020,https://www.flipkart.com\/honor-9s-black-32-gb/p/itm28f81cbab26cc?pid=MOBFTQHFP9F2TTZW&lid=LSTMOBFTQHFP9F2TTZWNKJAU5&marketplace=FLIPKART&srno=b_1_1&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBFTQHFP9F2TTZW.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,34,0.21225219500416748,33,854347,,
Honor 9S (Blue  32 GB),Honor,2057697257,Honor 9S ,https://www.flipkart.com,1006559803,1006559803,1006559803,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,13.84 cm (5.45 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,3020 mAh Lithium Polymer Battery,MediaTek Helio P22 (MT6762R) Octa Core Processor,1 Year Warranty on Handset  6 Months on Charger and 3 Months on Data Cable Provided by the Manufacturer from Date of Purchase.,Home,Mobiles & Accessories,Mobiles,-57354410,6499,5719,7999,16092020,https://www.flipkart.com\/honor-9s-blue-32-gb/p/itm28f81cbab26cc?pid=MOBFTQHFZ7QKQAZG&lid=LSTMOBFTQHFZ7QKQAZGUYWKV8&marketplace=FLIPKART&srno=b_1_2&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBFTQHFZ7QKQAZG.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,15,0.27603492151128595,30,299123,,
Honor 9X (Midnight Black  128 GB),Honor,2057697257,Honor 9X ,https://www.flipkart.com,1019776750,1019776750,1019776750,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.74 cm (6.59 inch) Full HD+ Display,48MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Lithium Polymer Battery,Kirin 710F Processor,Pop Up AI Selfie camera with Full View Display,Home,Mobiles & Accessories,Mobiles,-464954025,15999,13919,15000,16092020,https://www.flipkart.com\/honor-9x-midnight-black-128-gb/p/itmc8ed4034d23a3?pid=MOBFN6X8FCDFNTN7&lid=LSTMOBFN6X8FCDFNTN7KHVKP1&marketplace=FLIPKART&srno=b_1_3&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBFN6X8FCDFNTN7.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,18,0.5567671784914906,31,899998,Brand Warranty of 1 Year Available for Mobile and 6 Months for USB Adapter and 3 Months for Data Cable,
Honor 9X (Midnight Black  128 GB),Honor,2057697257,Honor 9X ,https://www.flipkart.com,1019776750,1019776750,1019776750,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.74 cm (6.59 inch) Full HD+ Display,48MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Lithium Polymer Battery,Kirin 710F Processor,Pop Up AI Selfie camera with Full View Display,Home,Mobiles & Accessories,Mobiles,-464954025,16999,15299,19999,16092020,https://www.flipkart.com\/honor-9x-midnight-black-128-gb/p/itmc8ed4034d23a3?pid=MOBFN6X8TMX7PDR3&lid=LSTMOBFN6X8TMX7PDR3DM94MX&marketplace=FLIPKART&srno=b_1_4&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBFN6X8TMX7PDR3.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,47,0.5251905339923629,29,162265,Brand Warranty of 1 Year Available for Mobile and 6 Months for USB Adapter and 3 Months for Data Cable,
Honor 9X (Sapphire Blue  128 GB),Honor,2057697257,Honor 9X ,https://www.flipkart.com,1517237394,1517237394,1517237394,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.74 cm (6.59 inch) Full HD+ Display,48MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Lithium Polymer Battery,Kirin 710F Processor,Pop Up AI Selfie camera with Full View Display,Home,Mobiles & Accessories,Mobiles,-464954025,15999,13439,15000,16092020,https://www.flipkart.com\/honor-9x-sapphire-blue-128-gb/p/itmc8ed4034d23a3?pid=MOBFN6X8YZANAZYC&lid=LSTMOBFN6X8YZANAZYCLR5XYR&marketplace=FLIPKART&srno=b_1_5&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBFN6X8YZANAZYC.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,17,0.8699407269819751,10,552675,Brand Warranty of 1 Year Available for Mobile and 6 Months for USB Adapter and 3 Months for Data Cable,
Honor 9X (Sapphire Blue  128 GB),Honor,2057697257,Honor 9X ,https://www.flipkart.com,1517237394,1517237394,1517237394,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.74 cm (6.59 inch) Full HD+ Display,48MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Lithium Polymer Battery,Kirin 710F Processor,Pop Up AI Selfie camera with Full View Display,Home,Mobiles & Accessories,Mobiles,-464954025,16999,14619,19999,16092020,https://www.flipkart.com\/honor-9x-sapphire-blue-128-gb/p/itmc8ed4034d23a3?pid=MOBFN6X8VGPDG2TC&lid=LSTMOBFN6X8VGPDG2TCOLHIMB&marketplace=FLIPKART&srno=b_1_6&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBFN6X8VGPDG2TC.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,14,0.9509961604424473,34,474976,Brand Warranty of 1 Year Available for Mobile and 6 Months for USB Adapter and 3 Months for Data Cable,
Honor 9N (Midnight Black  64 GB),Honor,2057697257,Honor 9N ,https://www.flipkart.com,-617129750,-617129750,-617129750,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,Home,Mobiles & Accessories,Mobiles,295897992,15999,14719,15000,16092020,https://www.flipkart.com\/honor-9n-midnight-black-64-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARF4GYZXG9&lid=LSTMOBF6NARF4GYZXG9XF6YYF&marketplace=FLIPKART&srno=b_1_7&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBF6NARF4GYZXG9.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,47,0.6286156340779278,13,800332,,
Honor 10 Lite (Midnight Black  32 GB),Honor,2057697257,Honor 10 Lite ,https://www.flipkart.com,1127566562,1127566562,1127566562,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.77 cm (6.21 inch) Full HD+ Display,13MP + 2MP | 24MP Front Camera,3400 mAh Lithium Polymer Battery,Kirin 710 2.2GHz Octa Core Processor,Brand Warranty of 1 Year Available for Mobile  6 Months for Battery and Charger  3 Months for Data Cable,Home,Mobiles & Accessories,Mobiles,-1074014311,13999,12179,13450,16092020,https://www.flipkart.com\/honor-10-lite-midnight-black-32-gb/p/itmfcskyfwjeaafh?pid=MOBFEMY3GVMZPGFK&lid=LSTMOBFEMY3GVMZPGFK28GQTB&marketplace=FLIPKART&srno=b_1_8&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBFEMY3GVMZPGFK.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,37,0.13604240007571344,18,936521,,
Honor 9N (Midnight Black  128 GB),Honor,2057697257,Honor 9N ,https://www.flipkart.com,1432668426,1432668426,1432668426,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,Home,Mobiles & Accessories,Mobiles,295897992,19999,18799,17500,16092020,https://www.flipkart.com\/honor-9n-midnight-black-128-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARRFGSJDME&lid=LSTMOBF6NARRFGSJDME0IKF86&marketplace=FLIPKART&srno=b_1_9&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBF6NARRFGSJDME.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,20,0.8268222331590214,48,116351,,
Honor 9i (Aurora Blue  64 GB),Honor,2057697257,Honor 9i ,https://www.flipkart.com,1048103407,1048103407,1048103407,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.99 cm (5.9 inch) Full HD+ Display,16MP + 2MP | 13MP + 2MP Dual Front Camera,3340 mAh Battery,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,Home,Mobiles & Accessories,Mobiles,-640473807,19999,17999,17500,16092020,https://www.flipkart.com\/honor-9i-aurora-blue-64-gb/p/itmexnp94kcvdnqw?pid=MOBEXNP92WMQUKHB&lid=LSTMOBEXNP92WMQUKHBW0KJNU&marketplace=FLIPKART&srno=b_1_10&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBEXNP92WMQUKHB.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,47,0.20907102758060547,37,803555,,
Honor 9x Pro (Phantom Purple  256 GB),Honor,2057697257,Honor 9x Pro ,https://www.flipkart.com,949125059,949125059,949125059,6 GB RAM | 256 GB ROM | Expandable Upto 512 GB,16.74 cm (6.59 inch) Full HD+ Display,48MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Li-polymer Battery,Kirin 810 (7 nm Chipset with NPU) Processor,1 Year Warranty on Handset  6 Months on Charger and 3 Months on Data Cable Provided by the Manufacturer from Date of Purchase.,Home,Mobiles & Accessories,Mobiles,369250037,17999,15119,18999,16092020,https://www.flipkart.com\/honor-9x-pro-phantom-purple-256-gb/p/itm88a8595890a83?pid=MOBFPTF5JDF3QGGF&lid=LSTMOBFPTF5JDF3QGGFWSEKSA&marketplace=FLIPKART&srno=b_1_11&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBFPTF5JDF3QGGF.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,33,0.11865023397335606,38,258759,,
Honor 9x Pro (Midnight Black  256 GB),Honor,2057697257,Honor 9x Pro ,https://www.flipkart.com,1336599207,1336599207,1336599207,6 GB RAM | 256 GB ROM | Expandable Upto 512 GB,16.74 cm (6.59 inch) Full HD+ Display,48MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Li-polymer Battery,Kirin 810 (7 nm Chipset with NPU) Processor,1 Year Warranty on Handset  6 Months on Charger and 3 Months on Data Cable Provided by the Manufacturer from Date of Purchase.,Home,Mobiles & Accessories,Mobiles,369250037,17999,17099,18999,16092020,https://www.flipkart.com\/honor-9x-pro-midnight-black-256-gb/p/itm88a8595890a83?pid=MOBFPTF5X576JV3B&lid=LSTMOBFPTF5X576JV3BJTRCKK&marketplace=FLIPKART&srno=b_1_12&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBFPTF5X576JV3B.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,43,0.805319757091924,21,658325,,
Honor 8X (Blue  64 GB),Honor,2057697257,Honor 8X ,https://www.flipkart.com,1075380025,1075380025,1075380025,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) Full HD+ Display,20MP + 2MP | 16MP Front Camera,3750 mAh Battery,2.2 GHz Kirin 710 Octa Core Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,257063227,19999,18599,17500,16092020,https://www.flipkart.com\/honor-8x-blue-64-gb/p/itmfg4j7fhhgmmeu?pid=MOBFETV7GQZPQRZY&lid=LSTMOBFETV7GQZPQRZYMQ9EHA&marketplace=FLIPKART&srno=b_1_13&otracker=CLP_filters&fm=organic&iid=0e274ea6-5ef9-4fe0-800e-d39e7079322a.MOBFETV7GQZPQRZY.SEARCH&ssid=5eua0t9whc0000001600250150423,1,1,25,0.41115392155714003,17,709627,,
