ItemName,Brand,ProductName,CompanyURL,ItemNumber,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,Cat_0,Cat_1,Cat_2,ID,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue
Asus Zenfone Max Pro M1 (Blue  64 GB),Asus,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,-79565167,-79565167,-79565167,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1522923989,8999,8279,15599,28072020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-blue-64-gb/p/itmf7gcrdmjh97cv?pid=MOBF7GCRGR2S78XN&lid=LSTMOBF7GCRGR2S78XNPDO4YM&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBF7GCRGR2S78XN.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,31,0.757544362393455,20,396539
Asus Zenfone Max Pro M1 (Grey  32 GB),Asus,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,-2007608598,-2007608598,-2007608598,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1522923989,7999,6879,13199,28072020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-grey-32-gb/p/itmf4hg4z55waayn?pid=MOBF3A8UMME3H2BZ&lid=LSTMOBF3A8UMME3H2BZPJPNUD&marketplace=FLIPKART&srno=b_1_9&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBF3A8UMME3H2BZ.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,44,0.3841754016410768,17,504161
Asus Zenfone Max Pro M1 (Grey  64 GB),Asus,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,1151335041,1151335041,1151335041,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1522923989,11999,11279,17999,28072020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-grey-64-gb/p/itmf79gxzkfg7tqk?pid=MOBF4UQ9KTEQKQZE&lid=LSTMOBF4UQ9KTEQKQZEZ97O9Q&marketplace=FLIPKART&srno=b_1_10&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBF4UQ9KTEQKQZE.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,12,0.22093768820980286,46,318835
Asus ZenFone Max M1 (Black  32 GB),Asus,Asus ZenFone Max M1 ,https://www.flipkart.com,1822405551,1822405551,1822405551,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,218119375,6499,6109,9599,28072020,https://www.flipkart.com\/asus-zenfone-max-m1-black-32-gb/p/itmfd9gq5x4khdef?pid=MOBF9FGSWNQNH3YZ&lid=LSTMOBF9FGSWNQNH3YZWLEFDB&marketplace=FLIPKART&srno=b_1_11&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBF9FGSWNQNH3YZ.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,44,0.9528049560875317,48,865121
Asus ZenFone Max M2 (Silver  32 GB),Asus,Asus ZenFone Max M2 ,https://www.flipkart.com,1884982754,1884982754,1884982754,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1189386971,7999,6959,12999,28072020,https://www.flipkart.com\/asus-zenfone-max-m2-silver-32-gb/p/itmfdwgbbgr6hthg?pid=MOBFDWGBTYRZRHMN&lid=LSTMOBFDWGBTYRZRHMNVJGCJQ&marketplace=FLIPKART&srno=b_1_12&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBFDWGBTYRZRHMN.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,48,0.08685151430646987,31,762992
Asus ZenFone Max M2 (Blue  32 GB),Asus,Asus ZenFone Max M2 ,https://www.flipkart.com,807863161,807863161,807863161,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1189386971,7999,7439,12999,28072020,https://www.flipkart.com\/asus-zenfone-max-m2-blue-32-gb/p/itmfb22ghjtyxzg6?pid=MOBFB22GCGFSFMJB&lid=LSTMOBFB22GCGFSFMJBUNEAUR&marketplace=FLIPKART&srno=b_1_13&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBFB22GCGFSFMJB.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,24,0.5437826610181482,14,291893
Asus ZenFone Max M2 (Black  64 GB),Asus,Asus ZenFone Max M2 ,https://www.flipkart.com,714217215,714217215,714217215,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1189386971,8999,8459,14999,28072020,https://www.flipkart.com\/asus-zenfone-max-m2-black-64-gb/p/itmfb22gcq5detk3?pid=MOBFB22GF3VVPZZE&lid=LSTMOBFB22GF3VVPZZERIJV0K&marketplace=FLIPKART&srno=b_1_14&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBFB22GF3VVPZZE.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,31,0.05759925743489702,25,233648
Asus ZenFone Max M2 (Blue  64 GB),Asus,Asus ZenFone Max M2 ,https://www.flipkart.com,-992768470,-992768470,-992768470,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1189386971,8999,8279,14999,28072020,https://www.flipkart.com\/asus-zenfone-max-m2-blue-64-gb/p/itmfb22gfnqzrh6y?pid=MOBFB22GNSYGGMJQ&lid=LSTMOBFB22GNSYGGMJQOFR5DT&marketplace=FLIPKART&srno=b_1_15&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBFB22GNSYGGMJQ.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,18,0.9622008447015741,47,202185
Asus ZenFone Max M2 (Black  32 GB),Asus,Asus ZenFone Max M2 ,https://www.flipkart.com,1070888277,1070888277,1070888277,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1189386971,7999,6559,12999,28072020,https://www.flipkart.com\/asus-zenfone-max-m2-black-32-gb/p/itmfb22grnygzfy5?pid=MOBFB22G2QB87BZZ&lid=LSTMOBFB22G2QB87BZZCRZP5M&marketplace=FLIPKART&srno=b_1_16&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBFB22G2QB87BZZ.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,32,0.08593733220048172,11,237441
Asus Zenfone Max Pro M1 (Blue  32 GB),Asus,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,1076226661,1076226661,1076226661,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1522923989,7999,7279,13199,28072020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-blue-32-gb/p/itmf7gcrgadsrxzh?pid=MOBF7GCRHVNFKQGR&lid=LSTMOBF7GCRHVNFKQGRVOZN4C&marketplace=FLIPKART&srno=b_1_17&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBF7GCRHVNFKQGR.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,48,0.7531619256068993,28,810624
Asus Zenfone Max ZC550KL (Blue  32 GB),Asus,Asus Zenfone Max ZC550KL ,https://www.flipkart.com,2130520262,2130520262,2130520262,3 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 615 Processor,Brand Warranty of 1 Year,,,,Home,Mobiles & Accessories,Mobiles,-1645484212,12999,10529,12900,28072020,https://www.flipkart.com\/asus-zenfone-max-zc550kl-blue-32-gb/p/itmege3djnwzkyah?pid=MOBEGE3DYKGVG96Z&lid=LSTMOBEGE3DYKGVG96ZFNZYJ4&marketplace=FLIPKART&srno=b_1_18&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBEGE3DYKGVG96Z.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,45,0.7464598523740544,42,940745
Asus ZenFone Max M2 (Silver  64 GB),Asus,Asus ZenFone Max M2 ,https://www.flipkart.com,1872300284,1872300284,1872300284,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1189386971,8999,7379,14999,28072020,https://www.flipkart.com\/asus-zenfone-max-m2-silver-64-gb/p/itmfdwgbzkrpfw7m?pid=MOBFDWGBMTZUNGNG&lid=LSTMOBFDWGBMTZUNGNGQNDDLS&marketplace=FLIPKART&srno=b_1_19&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBFDWGBMTZUNGNG.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,44,0.6339216443560214,20,555836
Asus ROG Phone II (Black  128 GB),Asus,Asus ROG Phone II ,https://www.flipkart.com,1921243610,1921243610,1921243610,8 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Full HD+ Display,48MP + 13MP | 24MP Front Camera,6000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,1904781538,39999,36799,40999,28072020,https://www.flipkart.com\/asus-rog-phone-ii-black-128-gb/p/itm99be8e028a908?pid=MOBFK5TPW6UFVZGR&lid=LSTMOBFK5TPW6UFVZGRIIBD2S&marketplace=FLIPKART&srno=b_1_20&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBFK5TPW6UFVZGR.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,40,0.3389626504009374,21,704434
Asus Zenfone Max Pro M1 (Black  32 GB),Asus,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,1831402711,1831402711,1831402711,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1522923989,7999,6719,13199,28072020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-black-32-gb/p/itmf4hg44xkefz58?pid=MOBF3A8U6T35DUBP&lid=LSTMOBF3A8U6T35DUBPTYOSOG&marketplace=FLIPKART&srno=b_1_21&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBF3A8U6T35DUBP.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,39,0.47754787324768855,16,981114
Asus Zenfone 3_Max (Silver  32 GB),Asus,Asus Zenfone 3_Max ,https://www.flipkart.com,-1570281952,-1570281952,-1570281952,3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery,MediaTek 64-bit Quad Core 1.25GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-753973643,13999,12599,13900,28072020,https://www.flipkart.com\/asus-zenfone-3-max-silver-32-gb/p/itmentefdtza7vaj?pid=MOBENTECQUJQZHHY&lid=LSTMOBENTECQUJQZHHYI4KT2S&marketplace=FLIPKART&srno=b_1_22&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBENTECQUJQZHHY.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,46,0.2381001318185525,15,357440
Asus ZenFone Max Pro M2 (Blue  64 GB),Asus,Asus ZenFone Max Pro M2 ,https://www.flipkart.com,-1298325307,-1298325307,-1298325307,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 660 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,951568045,11999,9839,17999,28072020,https://www.flipkart.com\/asus-zenfone-max-pro-m2-blue-64-gb/p/itmfb22gm6tzurvy?pid=MOBFB22GKVVSXN83&lid=LSTMOBFB22GKVVSXN83YPIQYB&marketplace=FLIPKART&srno=b_1_23&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBFB22GKVVSXN83.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,42,0.04818955339648423,37,210369
Asus ZenFone 5Z (Midnight Blue  128 GB),Asus,Asus ZenFone 5Z ,https://www.flipkart.com,-1843565539,-1843565539,-1843565539,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,15.75 cm (6.2 inch) Full HD+ Display,12MP + 8MP | 8MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon 845 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,1335025438,18999,16909,36299,28072020,https://www.flipkart.com\/asus-zenfone-5z-midnight-blue-128-gb/p/itmf5g47reyumstg?pid=MOBF5G47CSQGGRCX&lid=LSTMOBF5G47CSQGGRCXDS80CB&marketplace=FLIPKART&srno=b_1_24&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBF5G47CSQGGRCX.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,10,0.1394733831530024,16,976456
Honor 20 (Midnight Black  128 GB),Honor,Honor 20 ,https://www.flipkart.com,-1928613569,-1928613569,-1928613569,6 GB RAM | 128 GB ROM,15.9 cm (6.26 inch) Display,48MP + 2MP + 16MP | 32MP Front Camera,3750 mAh Battery,HiSilicon Kirin 980 Processor,Brand Warranty of 1 Year Available for Mobile  6 Months for Battery  3 Months for Adapter and Data Cable,,,,Home,Mobiles & Accessories,Mobiles,-543832630,22999,19089,35999,28072020,https://www.flipkart.com\/honor-20-midnight-black-128-gb/p/itmfggkavk6yua6x?pid=MOBFGGKA3ZDTJJZG&lid=LSTMOBFGGKA3ZDTJJZGEJXD8Y&marketplace=FLIPKART&srno=b_1_1&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBFGGKA3ZDTJJZG.SEARCH&ssid=724iyudto00000001595956516977,1,1,24,0.8515522954508659,40,405693
Honor 20 (Sapphire Blue  128 GB),Honor,Honor 20 ,https://www.flipkart.com,-658095487,-658095487,-658095487,6 GB RAM | 128 GB ROM,15.9 cm (6.26 inch) Display,48MP + 2MP + 16MP | 32MP Front Camera,3750 mAh Battery,HiSilicon Kirin 980 Processor,Brand Warranty of 1 Year Available for Mobile  6 Months for Battery  3 Months for Adapter and Data Cable,,,,Home,Mobiles & Accessories,Mobiles,-543832630,22999,18629,35999,28072020,https://www.flipkart.com\/honor-20-sapphire-blue-128-gb/p/itmfggkavk6yua6x?pid=MOBFGGKATZVPG7RH&lid=LSTMOBFGGKATZVPG7RH9EXXYB&marketplace=FLIPKART&srno=b_1_2&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBFGGKATZVPG7RH.SEARCH&ssid=724iyudto00000001595956516977,1,1,24,0.5314995866692671,46,559774
Honor 10 Lite (Midnight Black  32 GB),Honor,Honor 10 Lite ,https://www.flipkart.com,-542538443,-542538443,-542538443,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.77 cm (6.21 inch) Full HD+ Display,13MP + 2MP | 24MP Front Camera,3400 mAh Lithium Polymer Battery,Kirin 710 2.2GHz Octa Core Processor,Brand Warranty of 1 Year Available for Mobile  6 Months for Battery and Charger  3 Months for Data Cable,,,,Home,Mobiles & Accessories,Mobiles,1351875345,13999,11339,13900,28072020,https://www.flipkart.com\/honor-10-lite-midnight-black-32-gb/p/itmfcskyfwjeaafh?pid=MOBFEMY3GVMZPGFK&lid=LSTMOBFEMY3GVMZPGFK28GQTB&marketplace=FLIPKART&srno=b_1_3&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBFEMY3GVMZPGFK.SEARCH&ssid=724iyudto00000001595956516977,1,1,49,0.14112990531986935,45,480179
Honor 8,Honor,Honor 8,https://www.flipkart.com,-238379240,-238379240,-238379240,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Li-Polymer Battery,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,815979931,29999,24299,14000,28072020,https://www.flipkart.com\/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38ESXH5WDFF&lid=LSTMOBEM38ESXH5WDFFUBFZCE&marketplace=FLIPKART&srno=b_1_4&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBEM38ESXH5WDFF.SEARCH&ssid=724iyudto00000001595956516977,1,1,49,0.6279908796043845,42,436371
Honor 8,Honor,Honor 8,https://www.flipkart.com,-238379240,-238379240,-238379240,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Li-Polymer Battery,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,815979931,29999,27299,0,28072020,https://www.flipkart.com\/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38ENZEBZFY5&lid=LSTMOBEM38ENZEBZFY5FKD5ZX&marketplace=FLIPKART&srno=b_1_5&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBEM38ENZEBZFY5.SEARCH&ssid=724iyudto00000001595956516977,1,1,10,0.4078680298274342,17,591996
Honor 9 Lite (Sapphire Blue  32 GB),Honor,Honor 9 Lite ,https://www.flipkart.com,-1200365878,-1200365878,-1200365878,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.35 cm (5.65 inch) Full HD+ Display,13MP + 2MP | 13MP + 2MP Dual Front Camera,3000 mAh Battery,Kirin 659 Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,-1856017199,13999,13299,13900,28072020,https://www.flipkart.com\/honor-9-lite-sapphire-blue-32-gb/p/itmff5zgdeckztpk?pid=MOBFF5ZGAKHCWDWR&lid=LSTMOBFF5ZGAKHCWDWRLQEAXD&marketplace=FLIPKART&srno=b_1_6&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBFF5ZGAKHCWDWR.SEARCH&ssid=724iyudto00000001595956516977,1,1,47,0.548228479209858,27,264901
Honor 9i (Aurora Blue  64 GB),Honor,Honor 9i ,https://www.flipkart.com,-536421334,-536421334,-536421334,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.99 cm (5.9 inch) Full HD+ Display,16MP + 2MP | 13MP + 2MP Dual Front Camera,3340 mAh Battery,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,-816106333,19999,16199,14000,28072020,https://www.flipkart.com\/honor-9i-aurora-blue-64-gb/p/itmexnp94kcvdnqw?pid=MOBEXNP92WMQUKHB&lid=LSTMOBEXNP92WMQUKHBW0KJNU&marketplace=FLIPKART&srno=b_1_7&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBEXNP92WMQUKHB.SEARCH&ssid=724iyudto00000001595956516977,1,1,42,0.5153344296183617,26,141630
Honor 9x Pro (Midnight Black  256 GB),Honor,Honor 9x Pro ,https://www.flipkart.com,1221867235,1221867235,1221867235,6 GB RAM | 256 GB ROM | Expandable Upto 512 GB,16.74 cm (6.59 inch) Full HD+ Display,48MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Li-polymer Battery,Kirin 810 (7 nm Chipset with NPU) Processor,1 Year Warranty on Handset  6 Months on Charger and 3 Months on Data Cable Provided by the Manufacturer from Date of Purchase.,,,,Home,Mobiles & Accessories,Mobiles,-839232708,17999,16559,18999,28072020,https://www.flipkart.com\/honor-9x-pro-midnight-black-256-gb/p/itm88a8595890a83?pid=MOBFPTF5X576JV3B&lid=LSTMOBFPTF5X576JV3BJTRCKK&marketplace=FLIPKART&srno=b_1_8&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBFPTF5X576JV3B.SEARCH&ssid=724iyudto00000001595956516977,1,1,42,0.11282250047818443,11,655727
Honor 9N (Midnight Black  64 GB),Honor,Honor 9N ,https://www.flipkart.com,1182333922,1182333922,1182333922,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,534515687,15999,12959,14000,28072020,https://www.flipkart.com\/honor-9n-midnight-black-64-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARF4GYZXG9&lid=LSTMOBF6NARF4GYZXG9XF6YYF&marketplace=FLIPKART&srno=b_1_9&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBF6NARF4GYZXG9.SEARCH&ssid=724iyudto00000001595956516977,1,1,14,0.5924037094028445,41,960641
Honor 9N (Midnight Black  128 GB),Honor,Honor 9N ,https://www.flipkart.com,-920106851,-920106851,-920106851,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,,Home,Mobiles & Accessories,Mobiles,534515687,19999,17999,14000,28072020,https://www.flipkart.com\/honor-9n-midnight-black-128-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARRFGSJDME&lid=LSTMOBF6NARRFGSJDME0IKF86&marketplace=FLIPKART&srno=b_1_10&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBF6NARRFGSJDME.SEARCH&ssid=724iyudto00000001595956516977,1,1,37,0.5149895362006282,34,445071
Honor 9N (Sapphire Blue  128 GB),Honor,Honor 9N ,https://www.flipkart.com,-391944801,-391944801,-391944801,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inches) Display,13MP + 2MP | 16MP Front Camera,3000 mAh Battery,Kirin 659 Octa Core Processor,Full View Display with Notch,12 Months on handset  6 Months on battery   6 Months on charger & 3 Months on data cable,,,Home,Mobiles & Accessories,Mobiles,534515687,19999,17999,14000,28072020,https://www.flipkart.com\/honor-9n-sapphire-blue-128-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARCJHKAJDG&lid=LSTMOBF6NARCJHKAJDG4YXS7T&marketplace=FLIPKART&srno=b_1_11&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBF6NARCJHKAJDG.SEARCH&ssid=724iyudto00000001595956516977,1,1,18,0.21422571410265823,32,494200
Honor Play (Midnight Black  64 GB),Honor,Honor Play ,https://www.flipkart.com,1732420829,1732420829,1732420829,6 GB RAM | 64 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,16MP + 2MP | 16MP Front Camera,3750 mAh Battery,Kirin 970 AI Processor,1 Year Warranty,,,,Home,Mobiles & Accessories,Mobiles,-500388539,25999,22099,14000,28072020,https://www.flipkart.com\/honor-play-midnight-black-64-gb/p/itmf9p9hzjzgcsg7?pid=MOBF8QXYWYZRKUTW&lid=LSTMOBF8QXYWYZRKUTWWHQ2J1&marketplace=FLIPKART&srno=b_1_12&otracker=CLP_filters&fm=organic&iid=e87b93bb-a5db-44e6-a58c-1c85e9781949.MOBF8QXYWYZRKUTW.SEARCH&ssid=724iyudto00000001595956516977,1,1,38,0.2739590327243199,17,388607
